wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
Ma7M6DBes,https://weibo.cn/comment/Ma7M6DBes?uid=2180399745&rl=0#cmtfrm,【#扎克伯格称苹果给设备定价是尽可能高#】Meta首席执行官马克・扎克伯格，在接受采访时谈到公司最新发布的Quest Pro新VR头显价格，说1499.99美元的定价只是“保本”，为的是让更多人通过购买硬件体验元宇宙，还表示“通常情况下，人们制造硬件，然后想要从中获利，比如苹果就是这样，制造硬件，然后尽可能往高了收费”。 泰山财经的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:28 ,微博发布平台专业版,1,0,0
Ma7LJyvTs,https://weibo.cn/comment/Ma7LJyvTs?uid=2180399745&rl=0#cmtfrm,【欢迎注册】W3C 将召开隐私权限技术研讨会 网页链接（12月5-6日、德国慕尼黑、支持远程参会）[哇] 研讨会将汇集安全及隐私领域专家、UI/UX 设计师和研究人员、浏览器厂商、OS 开发人员、API 作者、网页发布者和用户，目标是探索解决在控制访问 Web 和其他平台上日益强大的一系列功能时所涉及的隐私、安全和可用性挑战。会议免费面向公众开放，欢迎注册参会网页链接 详情参见 [欢迎注册] W3C将召开隐私权限技术研讨会                                  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:27 ,新版微博 weibo.com,0,0,0
Ma7LHyQge,https://weibo.cn/comment/Ma7LHyQge?uid=2180399745&rl=0#cmtfrm,新浪资讯台:13日，经典电影《放牛班的春天》公布发行通知有望在内地重映，上映时间为2022年11月。1949年的法国乡村，一位怀才不遇的音乐老师马修来到辅育院，改变了孩子以及他自己的命运。一起来回顾感人的经典片段  @新浪娱乐 新浪娱乐的微博视频  ,https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png,无,2022-10-13 15:27 ,微博视频号,5,3,0
Ma7LyjNnZ,https://weibo.cn/comment/Ma7LyjNnZ?uid=2180399745&rl=0#cmtfrm,手机上的新浪:【#女子接诈骗电话自报余额惊呆骗子# 当事人：跟他的剧本不一样】10月12日，安徽蚌埠，一女子接到诈骗电话后直接自报卡内余额，惊呆骗子。当事人刘女士称，当日该诈骗电话共打进4次，自己告知对方卡内余额仅0.25元后，可能跟对方预想的“剧本”不一样，将其问懵。@点时新闻 点时新闻的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:26 ,微博视频号,2,0,2
Ma7LuulgE,https://weibo.cn/comment/Ma7LuulgE?uid=2180399745&rl=0#cmtfrm,【#消防队寻找悄悄买单小伙#：想找到他致谢还钱，并邀请来参观】江西会昌消防员凌晨出警归来到一家小店吃饭，未料邻桌小伙悄然帮买单后离去。10月13日，记者从会昌消防了解到，事发三天后他们还没有找到这位好心人，希望能够找到当面表示感谢、归还餐费，并邀请小伙到队里参观。（极目新闻）#消防员凌晨就餐4名年轻人悄悄买单# 极目新闻的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:26 ,微博视频号,0,0,0
Ma7KD3IWJ,https://weibo.cn/comment/Ma7KD3IWJ?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#紫水晶[超话]#紫水晶都在这个超话，喜欢紫水晶的可以进去看有没喜欢的，天然乌拉圭紫水晶簇，尺寸125/77/68mm重950g，#精美矿标##矿物晶体##矿标##水晶摆件##水晶原石##水晶##紫水晶# 水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:24 ,紫水晶超话,0,0,0
Ma7Kly7nb,https://weibo.cn/comment/Ma7Kly7nb?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#紫水晶[超话]#天然乌拉圭紫水晶簇，实物超美这个，自然光拍摄！尺寸115/86/76mm重945g#矿物##水晶原石##饰品##水晶摆件##天然水晶##摆件##矿物晶体##矿物##矿标##精美矿标##水晶##原石##紫水晶# 水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:23 ,紫水晶超话,0,0,0
Ma7K1eg3q,https://weibo.cn/comment/Ma7K1eg3q?uid=2180399745&rl=0#cmtfrm,外刊IT评论:不快乐的劳动力，决定了 AI 的未来  详情==> 不快乐的劳动力，决定了 AI 的未来   [组图共2张] 原图 ,http://ww3.sinaimg.cn/large/006yUkIZly8gzodysj5aij30zk0nq41p.jpg http://ww2.sinaimg.cn/large/ec434568ly8gzoe1v3i10j208204umx1.jpg,无,2022-10-13 15:23 ,外刊IT评论网,0,0,0
Ma7IIgm66,https://weibo.cn/comment/Ma7IIgm66?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#晶美绝伦[超话]#全抛光紫软糖开口笑摆件✨#饰品##水晶原石##水晶##天然水晶##原石##矿标##水晶摆件##摆件#   水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:19 ,晶美绝伦超话,0,0,0
Ma7IEE6zw,https://weibo.cn/comment/Ma7IEE6zw?uid=2180399745&rl=0#cmtfrm,中国篮球:#同曦男篮vs广东男篮# 【大名单出炉】CBA常规赛第二轮继续进行，15:30 南京同曦宙光 对阵 广东东莞大益，本场比赛出场大名单如下！#当燃由我#  原图 ,https://wx2.sinaimg.cn/large/001TCj3Igy1h73oqnimf3j60j60y4ae702.jpg,无,2022-10-13 15:19 ,微博 weibo.com,14,0,11
Ma7HZnD1X,https://weibo.cn/comment/Ma7HZnD1X?uid=2180399745&rl=0#cmtfrm,【#女子接诈骗电话自报余额惊呆骗子# 当事人：跟他的剧本不一样】据@点时新闻 报道：10月12日，安徽蚌埠，一女子接到诈骗电话后直接自报卡内余额，惊呆骗子。当事人刘女士称，当日该诈骗电话共打进4次，自己告知对方卡内余额仅0.25元后，可能跟对方预想的“剧本”不一样，将其问懵。刘女士表示，自己经常接到诈骗电话，已经习惯了。点时新闻的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:18 ,微博视频号,8,0,2
Ma7HHhJSN,https://weibo.cn/comment/Ma7HHhJSN?uid=2180399745&rl=0#cmtfrm,简直笑哭了:隐藏款的百岁山？  [组图共2张] 原图 ,http://ww3.sinaimg.cn/large/668c33dely1h73oo6s5z6j20u0135tan.jpg http://ww3.sinaimg.cn/large/668c33dely1h73oo71jyej20u00mgtd9.jpg,无,2022-10-13 15:17 ,nova8 我由我掌镜,17,4,12
Ma7HGqHzD,https://weibo.cn/comment/Ma7HGqHzD?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#家里有矿[超话]#粉色软糖晶簇摆件✨带着一抹绿🍀#矿物##水晶原石##饰品##水晶摆件##天然水晶##摆件##矿物晶体##矿物##矿标##精美矿标##水晶##原石#    水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:17 ,家里有矿超话,0,0,0
Ma7HjC7Pk,https://weibo.cn/comment/Ma7HjC7Pk?uid=2180399745&rl=0#cmtfrm,微天下:【#普京谈欧洲能源危机#：这跟俄罗斯有什么关系？】当地时间10月12日，俄罗斯总统普京出席第五届“俄罗斯能源周”国际论坛。普京在谈及欧洲大陆能源危机时表示，“与中世纪的人们一样，欧洲人开始囤积木柴过冬。但这跟俄罗斯有什么关系？这是（欧洲）自己的错”。@参考消息 参考消息的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,无,2022-10-13 15:16 ,微博视频号,35,4,13
wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
Ma7M6DBes,https://weibo.cn/comment/Ma7M6DBes?uid=2180399745&rl=0#cmtfrm,【#扎克伯格称苹果给设备定价是尽可能高#】Meta首席执行官马克・扎克伯格，在接受采访时谈到公司最新发布的Quest Pro新VR头显价格，说1499.99美元的定价只是“保本”，为的是让更多人通过购买硬件体验元宇宙，还表示“通常情况下，人们制造硬件，然后想要从中获利，比如苹果就是这样，制造硬件，然后尽可能往高了收费”。 泰山财经的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:28 ,微博发布平台专业版,1,0,0
Ma7LJyvTs,https://weibo.cn/comment/Ma7LJyvTs?uid=2180399745&rl=0#cmtfrm,【欢迎注册】W3C 将召开隐私权限技术研讨会 网页链接（12月5-6日、德国慕尼黑、支持远程参会）[哇] 研讨会将汇集安全及隐私领域专家、UI/UX 设计师和研究人员、浏览器厂商、OS 开发人员、API 作者、网页发布者和用户，目标是探索解决在控制访问 Web 和其他平台上日益强大的一系列功能时所涉及的隐私、安全和可用性挑战。会议免费面向公众开放，欢迎注册参会网页链接 详情参见 [欢迎注册] W3C将召开隐私权限技术研讨会                                  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:27 ,新版微博 weibo.com,0,0,0
Ma7LHyQge,https://weibo.cn/comment/Ma7LHyQge?uid=2180399745&rl=0#cmtfrm,新浪资讯台:13日，经典电影《放牛班的春天》公布发行通知有望在内地重映，上映时间为2022年11月。1949年的法国乡村，一位怀才不遇的音乐老师马修来到辅育院，改变了孩子以及他自己的命运。一起来回顾感人的经典片段  @新浪娱乐 新浪娱乐的微博视频  ,https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png,无,2022-10-13 15:27 ,微博视频号,5,3,0
Ma7LyjNnZ,https://weibo.cn/comment/Ma7LyjNnZ?uid=2180399745&rl=0#cmtfrm,手机上的新浪:【#女子接诈骗电话自报余额惊呆骗子# 当事人：跟他的剧本不一样】10月12日，安徽蚌埠，一女子接到诈骗电话后直接自报卡内余额，惊呆骗子。当事人刘女士称，当日该诈骗电话共打进4次，自己告知对方卡内余额仅0.25元后，可能跟对方预想的“剧本”不一样，将其问懵。@点时新闻 点时新闻的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:26 ,微博视频号,2,0,2
Ma7LuulgE,https://weibo.cn/comment/Ma7LuulgE?uid=2180399745&rl=0#cmtfrm,【#消防队寻找悄悄买单小伙#：想找到他致谢还钱，并邀请来参观】江西会昌消防员凌晨出警归来到一家小店吃饭，未料邻桌小伙悄然帮买单后离去。10月13日，记者从会昌消防了解到，事发三天后他们还没有找到这位好心人，希望能够找到当面表示感谢、归还餐费，并邀请小伙到队里参观。（极目新闻）#消防员凌晨就餐4名年轻人悄悄买单# 极目新闻的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:26 ,微博视频号,0,0,0
Ma7KD3IWJ,https://weibo.cn/comment/Ma7KD3IWJ?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#紫水晶[超话]#紫水晶都在这个超话，喜欢紫水晶的可以进去看有没喜欢的，天然乌拉圭紫水晶簇，尺寸125/77/68mm重950g，#精美矿标##矿物晶体##矿标##水晶摆件##水晶原石##水晶##紫水晶# 水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:24 ,紫水晶超话,0,0,0
Ma7Kly7nb,https://weibo.cn/comment/Ma7Kly7nb?uid=2180399745&rl=0#cmtfrm,水晶健帅之博:#紫水晶[超话]#天然乌拉圭紫水晶簇，实物超美这个，自然光拍摄！尺寸115/86/76mm重945g#矿物##水晶原石##饰品##水晶摆件##天然水晶##摆件##矿物晶体##矿物##矿标##精美矿标##水晶##原石##紫水晶# 水晶健帅之博的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:23 ,紫水晶超话,0,0,0
Ma7K1fm9I,https://weibo.cn/comment/Ma7K1fm9I?uid=2180399745&rl=0#cmtfrm,新浪公开课:【你真的了解脂肪吗？】一提到脂肪，大家都会莫名的反感和嫌弃。然而脂肪的种类不同，对人体造成的影响也大不一样。YouTube精彩视频的秒拍视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-13 15:23 ,微博视频号,2,0,0
wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MagQFCdhX,https://weibo.cn/comment/MagQFCdhX?uid=2180399745&rl=0#cmtfrm,微博星星眼:#姚晨摇滚狂花造型新鲜感#@姚晨 新剧《摇滚狂花》正在热播，看了几集不得不说姚晨在剧中的穿搭真的有两把刷子，很有vintage风内味儿，颜色多单品全放在一起却不显繁重感，反而显得更有特色，时尚感太强了 🏻彭莱白天母女一起秒变姐妹！ #姚晨新剧vintage风造型#  [组图共9张] 原图 ,http://ww4.sinaimg.cn/large/006erAWHly1h74t1gbefvj30sg1c076s.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1fm0uuj30sg1c0n6o.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74t1gthujj30sg1c0aav.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74t1i7meij30sg1c0tj3.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1iymncj30sg1c0n4q.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74t1jmcrej30sg1c00to.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1ke76nj30sg1c0zm7.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74t1hk0l0j30sg1c03zc.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1kzrc0j30sg1c045g.jpg,无,2022-10-14 14:34 ,iPhone 13 Pro,103,100,98
MagQvfE2j,https://weibo.cn/comment/MagQvfE2j?uid=2180399745&rl=0#cmtfrm,新浪热点:【问答 | #多少度你会开始穿秋裤#】新浪新闻「冲浪问答」第18期：天气转冷之后，不少人都穿上了秋裤，甚至有人晚上睡觉也穿，觉得这样更暖和。但是，真的#不建议穿秋裤睡觉# ：①穿秋裤会使肌肉紧绷，得不到充分休息；②入睡后太热可能踢被子，容易感冒；③体表湿气不能充分排出，容易滋生霉菌↓  [组图共9张] 原图 ,http://ww4.sinaimg.cn/large/002wVUFrly8h74svoaje0j60rs1o4q6z02.jpg http://ww1.sinaimg.cn/large/002wVUFrly8h74svo625nj60rs1o4jw802.jpg http://ww3.sinaimg.cn/large/002wVUFrly8h74svo9fuaj60rs1rwgrt02.jpg http://ww4.sinaimg.cn/large/002wVUFrly8h74svo8ottj60rs1yek6p02.jpg http://ww2.sinaimg.cn/large/002wVUFrly8h74svo56moj60rs1o4td102.jpg http://ww3.sinaimg.cn/large/002wVUFrly8h74svo5rovj60rs1o4n1e02.jpg http://ww4.sinaimg.cn/large/002wVUFrly8h74svom45vj60rs1o40y502.jpg http://ww2.sinaimg.cn/large/002wVUFrly8h74svomm10j60rs1o4wr902.jpg http://ww2.sinaimg.cn/large/002wVUFrly8h74svoos09j60rs1o4gyv02.jpg,无,2022-10-14 14:33 ,微博发布平台专业版,5,2,2
MagPqyaH1,https://weibo.cn/comment/MagPqyaH1?uid=2180399745&rl=0#cmtfrm,搞笑小皇帝:这是啥原理呀。。。请关注：DOU YIN HAO #画说逗唱#  搞笑小皇帝的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:31 ,微博视频号,2,1,4
MagP146BN,https://weibo.cn/comment/MagP146BN?uid=2180399745&rl=0#cmtfrm,网路冷眼:【One trick Apple uses to make you think green bubbles are “gross”】网页链接 苹果用来让你认为绿色泡沫“恶心”的一个技巧 。  原图 ,https://wx4.sinaimg.cn/large/663aa05aly1h73s7okrzyj20k00aoweq.jpg,无,2022-10-14 14:30 ,微博 weibo.com,1,0,0
MagP0stcS,https://weibo.cn/comment/MagP0stcS?uid=2180399745&rl=0#cmtfrm,有道考神建昆老师:在你看来，幸福是什么呢？via 知乎 呼呼  原图 ,https://wx2.sinaimg.cn/large/51f5d31fly1h74l2z0ydij20u04lzn67.jpg,无,2022-10-14 14:30 ,新版微博 weibo.com,15,4,3
MagO8aNM8,https://weibo.cn/comment/MagO8aNM8?uid=2180399745&rl=0#cmtfrm,咪咕剧场:#咪咕剧场#@刘诗诗 ×古装×撑伞，古装剧美感天花板的要素全部集齐，尤其是在《步步惊心》中她饰演若曦撑开油纸伞的场面，每次看了都会心动不已~上@咪咕视频 看《步步惊心》解锁刘诗诗更多精彩内容吧~#刘诗诗刘宇宁新剧搭肩撑伞路透# 刘诗诗若曦开播11周年！简直就是心中永远的白月光  ,https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png,无,2022-10-14 14:27 ,刘诗诗超话,4,0,1
MagNPwzuv,https://weibo.cn/comment/MagNPwzuv?uid=2180399745&rl=0#cmtfrm,微天下:美国俩路怒父亲争吵开枪互射对方女儿，5岁和14岁的小女孩在路边流血@观察者网 观察者网的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,无,2022-10-14 14:27 ,微博视频号,41,2,23
wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MagTwnU5Z,https://weibo.cn/comment/MagTwnU5Z?uid=2180399745&rl=0#cmtfrm,温州交警:#您举报 我处理# 【@温州市民，你们举报的这些车辆，罚了！一律罚款100元、记1分！】 @温州市民，你们举报的这些车辆，罚了！一律罚款100元、记1分！  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:41 ,微博 weibo.com,6,5,3
MagTavRk6,https://weibo.cn/comment/MagTavRk6?uid=2180399745&rl=0#cmtfrm,【#这是属于每个人的非凡十年#】“胡同中的公厕升级了”“现在村里全都通了网”“我觉得歼-20让我们非常有底气”“希望未来能坐高铁去台湾”……2012到2022这十年，青年亲历着国家高质量发展。青年如何看待这十年国家发展变化？@中国青年报 社会调查中心发布的调查显示，93.8%受访青年为成为国家发展的参与者和建设者深感自豪。本期《参数》节目，邀请了党的二十大代表李萌，贵州省雷山县丹江镇猫猫河村党支部书记余晓成，西北工业大学学生李官翰，北京师范大学硕士研究生陈海妮，共同分享十年来他们切身感受到的国家发展变化。中国青年报的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,0,0
MagT7vfor,https://weibo.cn/comment/MagT7vfor?uid=2180399745&rl=0#cmtfrm,IN话题指南:#月球每年以3.8厘米的距离远离地球#【BBC高分纪录片《我们真的需要月亮吗？》】近40年的科学观察发现，月球每年依然以3厘米的速度继续远离地球。如果月亮不在现在的位置会怎么样？会在何种程度上影响地球上的生命体？地球与月亮的亲密关系的过去现在和未来究竟如何演变？英国院校百科的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,1,0
MagT5cRgL,https://weibo.cn/comment/MagT5cRgL?uid=2180399745&rl=0#cmtfrm,新浪新闻客户端:#月球每年以3.8厘米的距离远离地球#据说月球每年都在远离地球，这不禁让人担心，月球有可能会脱离轨道永远地离开地球吗？会不会有一天我们看不到月亮了？假如真的没有月球，我们的世界将会怎样？张皓川的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,0,1
MagT4BdEI,https://weibo.cn/comment/MagT4BdEI?uid=2180399745&rl=0#cmtfrm,#多少度你会开始穿秋裤# 天气转冷之后，不少人都穿上了秋裤，甚至有人晚上睡觉也穿，觉得这样更暖和。但是，真的#不建议穿秋裤睡觉# ：①穿秋裤会使肌肉紧绷，得不到充分休息；②入睡后太热可能踢被子，容易感冒；③体表湿气不能充分排出，容易滋生霉菌。那么，天气冷了，你一般穿什么睡觉？ 天气冷了，你一般穿什么睡觉？                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博 weibo.com,157,0,0
MagRexFjV,https://weibo.cn/comment/MagRexFjV?uid=2180399745&rl=0#cmtfrm,【工信部：#我国牵头首个自动驾驶国际标准正式发布#】记者今天从工业和信息化部了解到，我国牵头制定的首个自动驾驶国际标准正式发布。记者了解到，这一国际标准是我国组织德国等二十多个国家的专家，共同对自动驾驶测试场景标准体系做了系统规划，包括场景词汇、安全评估框架、设计运行范围、场景分类等一系列国际标准项目。央视财经的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:35 ,微博发布平台专业版,0,0,0
MagR1xysa,https://weibo.cn/comment/MagR1xysa?uid=2180399745&rl=0#cmtfrm,【问答 | #多少度你会开始穿秋裤#】新浪新闻「冲浪问答」第18期：#不建议穿秋裤睡觉# 过去的小长假不少地方经历了大幅降温，一夜入冬，人们被冻得瑟瑟发抖，不得不早早穿上了秋裤，但也有人相信春捂秋冻，坚决不穿秋裤。关于秋裤，你有过这样的疑惑吗：①气温达到多少度就需要穿秋裤了？②紧身秋裤和宽松秋裤哪种更保暖？③不穿秋裤会得老寒腿，真的是这样吗？④“秋裤扎在袜子里”是对冬天最基本的尊重，但也有人为追求时尚露脚踝，这样会对身体健康有危害吗？⑤为什么不建议直接穿秋裤睡觉？⑥穿脱秋裤的时候为什么会有静电？怎么才能减少静电的产生？⑦“光腿神器”不厚，但穿起来比较暖和，是为什么？听@科普中国 专家为你解惑↓ 薄薄一层秋裤里，隐藏了多少奥秘                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:35 ,微博 weibo.com,8,2,2
MagQXl0w1,https://weibo.cn/comment/MagQXl0w1?uid=2180399745&rl=0#cmtfrm,简直笑哭了:你还我童年？  [组图共3张] 原图 ,http://ww2.sinaimg.cn/large/668c33dely1h74t1z1envj20v90s5jtu.jpg http://ww3.sinaimg.cn/large/668c33dely1h74t1z8y2sj20u00ovjs5.jpg http://ww2.sinaimg.cn/large/668c33dely1h74t23cwekj206q04ua9x.jpg,无,2022-10-14 14:34 ,nova8 我由我掌镜,12,3,0
MagQFCdhX,https://weibo.cn/comment/MagQFCdhX?uid=2180399745&rl=0#cmtfrm,微博星星眼:#姚晨摇滚狂花造型新鲜感#@姚晨 新剧《摇滚狂花》正在热播，看了几集不得不说姚晨在剧中的穿搭真的有两把刷子，很有vintage风内味儿，颜色多单品全放在一起却不显繁重感，反而显得更有特色，时尚感太强了 🏻彭莱白天母女一起秒变姐妹！ #姚晨新剧vintage风造型#  [组图共9张] 原图 ,http://ww4.sinaimg.cn/large/006erAWHly1h74t1gbefvj30sg1c076s.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1fm0uuj30sg1c0n6o.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74t1gthujj30sg1c0aav.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74t1i7meij30sg1c0tj3.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1iymncj30sg1c0n4q.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74t1jmcrej30sg1c00to.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1ke76nj30sg1c0zm7.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74t1hk0l0j30sg1c03zc.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74t1kzrc0j30sg1c045g.jpg,无,2022-10-14 14:34 ,iPhone 13 Pro,103,100,98
wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MagTwnU5Z,https://weibo.cn/comment/MagTwnU5Z?uid=2180399745&rl=0#cmtfrm,温州交警:#您举报 我处理# 【@温州市民，你们举报的这些车辆，罚了！一律罚款100元、记1分！】 @温州市民，你们举报的这些车辆，罚了！一律罚款100元、记1分！  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:41 ,微博 weibo.com,6,5,3
MagTavRk6,https://weibo.cn/comment/MagTavRk6?uid=2180399745&rl=0#cmtfrm,【#这是属于每个人的非凡十年#】“胡同中的公厕升级了”“现在村里全都通了网”“我觉得歼-20让我们非常有底气”“希望未来能坐高铁去台湾”……2012到2022这十年，青年亲历着国家高质量发展。青年如何看待这十年国家发展变化？@中国青年报 社会调查中心发布的调查显示，93.8%受访青年为成为国家发展的参与者和建设者深感自豪。本期《参数》节目，邀请了党的二十大代表李萌，贵州省雷山县丹江镇猫猫河村党支部书记余晓成，西北工业大学学生李官翰，北京师范大学硕士研究生陈海妮，共同分享十年来他们切身感受到的国家发展变化。中国青年报的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,0,0
MagT7vfor,https://weibo.cn/comment/MagT7vfor?uid=2180399745&rl=0#cmtfrm,IN话题指南:#月球每年以3.8厘米的距离远离地球#【BBC高分纪录片《我们真的需要月亮吗？》】近40年的科学观察发现，月球每年依然以3厘米的速度继续远离地球。如果月亮不在现在的位置会怎么样？会在何种程度上影响地球上的生命体？地球与月亮的亲密关系的过去现在和未来究竟如何演变？英国院校百科的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,1,0
MagT5cRgL,https://weibo.cn/comment/MagT5cRgL?uid=2180399745&rl=0#cmtfrm,新浪新闻客户端:#月球每年以3.8厘米的距离远离地球#据说月球每年都在远离地球，这不禁让人担心，月球有可能会脱离轨道永远地离开地球吗？会不会有一天我们看不到月亮了？假如真的没有月球，我们的世界将会怎样？张皓川的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博视频号,0,0,1
MagT4BdEI,https://weibo.cn/comment/MagT4BdEI?uid=2180399745&rl=0#cmtfrm,#多少度你会开始穿秋裤# 天气转冷之后，不少人都穿上了秋裤，甚至有人晚上睡觉也穿，觉得这样更暖和。但是，真的#不建议穿秋裤睡觉# ：①穿秋裤会使肌肉紧绷，得不到充分休息；②入睡后太热可能踢被子，容易感冒；③体表湿气不能充分排出，容易滋生霉菌。那么，天气冷了，你一般穿什么睡觉？ 天气冷了，你一般穿什么睡觉？                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:40 ,微博 weibo.com,157,0,0
MagRexFjV,https://weibo.cn/comment/MagRexFjV?uid=2180399745&rl=0#cmtfrm,【工信部：#我国牵头首个自动驾驶国际标准正式发布#】记者今天从工业和信息化部了解到，我国牵头制定的首个自动驾驶国际标准正式发布。记者了解到，这一国际标准是我国组织德国等二十多个国家的专家，共同对自动驾驶测试场景标准体系做了系统规划，包括场景词汇、安全评估框架、设计运行范围、场景分类等一系列国际标准项目。央视财经的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 14:35 ,微博发布平台专业版,0,0,0
